action_modified,attack_attempted,attack_succeeded,capture_rate,collapsed,contamination_occurred,defense_active,defense_fired,elapsed_seconds,evaluated_yield_opportunities,extinct,final_population,final_u_sys_v2,honest_yield_opportunities,integrity_tamper_attempted,is_v2_mode,machine,max_total_suppression,min_resilience_stock,mode,n_candidates_v2,parameter_defense_active,parameter_population,ratified_yields,replicate,rollout_steps_v2,schema_version,seed,steps_completed,steps_requested,succession_blocked,survived,vector,yield_checks,yield_condition_blocked_count,yield_condition_met_count,yield_manipulated
True,True,True,0.0,True,False,False,False,15.23295700000017,0,True,0,3.2563053208741275,0,False,True,laptop,1.0,0.29949576902013003,full,300,False,50,0,0,20,attack-v2-row-v1,400373737,91,300,False,False,sybil_capture,0,0,0,False
True,True,True,0.0,True,False,False,False,16.152943599998252,0,True,0,2.9467689742961793,0,False,True,laptop,1.0,0.29935871089234645,full,300,False,200,0,0,20,attack-v2-row-v1,933698142,101,300,False,False,sybil_capture,0,0,0,False
True,True,True,0.0,True,False,False,False,17.550784399994882,0,True,0,2.720503651942908,0,False,True,laptop,1.0,0.32393156307507015,full,300,False,100,0,0,20,attack-v2-row-v1,1895945562,109,300,False,False,sybil_capture,0,0,0,False
True,True,True,0.0,True,False,False,False,17.22836070001358,0,True,0,2.7205036272890273,0,False,True,laptop,1.0,0.28473366465049815,full,300,False,200,0,1,20,attack-v2-row-v1,547541920,109,300,False,False,sybil_capture,0,0,0,False
True,True,True,0.0,True,False,False,False,18.16470220001065,0,True,0,2.7753846305655974,0,False,True,laptop,1.0,0.32678698993909566,full,300,False,50,0,1,20,attack-v2-row-v1,770773146,107,300,False,False,sybil_capture,0,0,0,False
True,True,True,0.0,True,False,False,False,17.740036600007443,0,True,0,2.693472013547302,0,False,True,laptop,1.0,0.30376221513398,full,300,False,100,0,1,20,attack-v2-row-v1,1918558685,110,300,False,False,sybil_capture,0,0,0,False
True,True,True,0.0,True,False,False,False,19.033838800009107,0,True,0,2.5116380439208608,0,False,True,laptop,1.0,0.3154668489385113,full,300,False,200,0,2,20,attack-v2-row-v1,530656318,117,300,False,False,sybil_capture,0,0,0,False
True,True,True,0.0,True,False,False,False,15.009858899982646,0,True,0,3.288995292530549,0,False,True,laptop,1.0,0.30912857099093793,full,300,False,50,0,2,20,attack-v2-row-v1,637895395,90,300,False,False,sybil_capture,0,0,0,False
True,True,True,0.0,True,False,False,False,16.418820199993206,0,True,0,2.9174857981781175,0,False,True,laptop,1.0,0.29586296964172915,full,300,False,100,0,2,20,attack-v2-row-v1,1709760827,102,300,False,False,sybil_capture,0,0,0,False
True,True,True,0.0,True,False,False,False,15.702637600013986,0,True,0,3.128955226252269,0,False,True,laptop,1.0,0.2995630153782833,full,300,False,50,0,3,20,attack-v2-row-v1,1047724950,95,300,False,False,sybil_capture,0,0,0,False
True,True,True,0.0,True,False,False,False,18.480455500015523,0,True,0,2.536841614206236,0,False,True,laptop,1.0,0.3053879912378707,full,300,False,100,0,3,20,attack-v2-row-v1,1352798619,116,300,False,False,sybil_capture,0,0,0,False
True,True,True,0.0,True,False,False,False,17.552376700012246,0,True,0,2.7478066664529677,0,False,True,laptop,1.0,0.2804895406471997,full,300,False,200,0,3,20,attack-v2-row-v1,1367061398,108,300,False,False,sybil_capture,0,0,0,False
True,True,True,0.0,True,False,False,False,16.046774400019785,0,True,0,3.066879132814713,0,False,True,laptop,1.0,0.2965509379631897,full,300,False,50,0,4,20,attack-v2-row-v1,403852422,97,300,False,False,sybil_capture,0,0,0,False
True,True,True,0.0,True,False,False,False,16.69405469999765,0,True,0,2.917487469452351,0,False,True,laptop,1.0,0.2843735046085341,full,300,False,100,0,4,20,attack-v2-row-v1,544467440,102,300,False,False,sybil_capture,0,0,0,False
True,True,True,0.0,True,False,False,False,18.594831299997168,0,True,0,2.536841537245575,0,False,True,laptop,1.0,0.27027751439801906,full,300,False,200,0,4,20,attack-v2-row-v1,840441736,116,300,False,False,sybil_capture,0,0,0,False
True,True,True,0.0,True,False,False,False,18.06575390000944,0,True,0,2.6402145357511486,0,False,True,laptop,1.0,0.3075932298964809,full,300,False,100,0,5,20,attack-v2-row-v1,260957554,112,300,False,False,sybil_capture,0,0,0,False
True,True,True,0.0,True,False,False,False,16.13130780000938,0,True,0,2.9763481551759305,0,False,True,laptop,1.0,0.29050395692506786,full,300,False,200,0,5,20,attack-v2-row-v1,1535730271,100,300,False,False,sybil_capture,0,0,0,False
True,True,True,0.0,True,False,False,False,16.03822279997985,0,True,0,3.036401281654874,0,False,True,laptop,1.0,0.31914153120593824,full,300,False,50,0,5,20,attack-v2-row-v1,1980962488,98,300,False,False,sybil_capture,0,0,0,False
True,True,True,0.0,True,False,False,False,17.84928740002215,0,True,0,2.6934725834617748,0,False,True,laptop,1.0,0.2941347412864941,full,300,False,50,0,6,20,attack-v2-row-v1,628452291,110,300,False,False,sybil_capture,0,0,0,False
True,True,True,0.0,True,False,False,False,15.566064799990272,0,True,0,3.0668801142932116,0,False,True,laptop,1.0,0.28574315772865927,full,300,False,100,0,6,20,attack-v2-row-v1,943484857,97,300,False,False,sybil_capture,0,0,0,False
True,True,True,0.0,True,False,False,False,18.41654559999006,0,True,0,2.588011252874943,0,False,True,laptop,1.0,0.30174318627958585,full,300,False,200,0,6,20,attack-v2-row-v1,2119945640,114,300,False,False,sybil_capture,0,0,0,False
True,True,True,0.0,True,False,False,False,15.18151460000081,0,True,0,3.2239376437962224,0,False,True,laptop,1.0,0.30660006464563816,full,300,False,50,0,7,20,attack-v2-row-v1,733752187,92,300,False,False,sybil_capture,0,0,0,False
True,True,True,0.0,True,False,False,False,17.82547360000899,0,True,0,2.693472159130773,0,False,True,laptop,1.0,0.30223972469782945,full,300,False,200,0,7,20,attack-v2-row-v1,1536373560,110,300,False,False,sybil_capture,0,0,0,False
True,True,True,0.0,True,False,False,False,18.527957500016782,0,True,0,2.5622983538560606,0,False,True,laptop,1.0,0.3015964139137136,full,300,False,100,0,7,20,attack-v2-row-v1,2135989686,115,300,False,False,sybil_capture,0,0,0,False
True,True,True,0.0,True,False,False,False,16.45708629998262,0,True,0,2.888494832525587,0,False,True,laptop,1.0,0.3099003859627145,full,300,False,200,0,8,20,attack-v2-row-v1,824162093,103,300,False,False,sybil_capture,0,0,0,False
True,True,True,0.0,True,False,False,False,17.84833000000799,0,True,0,2.8032387656372055,0,False,True,laptop,1.0,0.2988736782849843,full,300,False,50,0,8,20,attack-v2-row-v1,939055262,106,300,False,False,sybil_capture,0,0,0,False
True,True,True,0.0,True,False,False,False,18.646106700005475,0,True,0,2.536841510574443,0,False,True,laptop,1.0,0.30328558685381857,full,300,False,100,0,8,20,attack-v2-row-v1,1221576106,116,300,False,False,sybil_capture,0,0,0,False
True,True,True,0.0,True,False,False,False,15.704868799977703,0,True,0,3.0364008366019735,0,False,True,laptop,1.0,0.31553863640057156,full,300,False,100,0,9,20,attack-v2-row-v1,999318225,98,300,False,False,sybil_capture,0,0,0,False
True,True,True,0.0,True,False,False,False,18.695761000009952,0,True,0,2.5622983967014066,0,False,True,laptop,1.0,0.2691682985068513,full,300,False,200,0,9,20,attack-v2-row-v1,1400378541,115,300,False,False,sybil_capture,0,0,0,False
True,True,True,0.0,True,False,False,False,17.617581500002416,0,True,0,2.72050397058939,0,False,True,laptop,1.0,0.3041787114930495,full,300,False,50,0,9,20,attack-v2-row-v1,1991229380,109,300,False,False,sybil_capture,0,0,0,False
True,True,True,0.0,True,False,False,False,16.765438400005223,0,True,0,2.888494819010865,0,False,True,laptop,1.0,0.27897490867826347,full,300,False,100,0,10,20,attack-v2-row-v1,231958757,103,300,False,False,sybil_capture,0,0,0,False
True,True,True,0.0,True,False,False,False,15.72713409998687,0,True,0,3.0364000949878753,0,False,True,laptop,1.0,0.31629736884776766,full,300,False,200,0,10,20,attack-v2-row-v1,1018235509,98,300,False,False,sybil_capture,0,0,0,False
True,True,True,0.0,True,False,False,False,16.709013300016522,0,True,0,2.9763486021243257,0,False,True,laptop,1.0,0.310157593315038,full,300,False,50,0,10,20,attack-v2-row-v1,1888970577,100,300,False,False,sybil_capture,0,0,0,False
True,True,True,0.0,True,False,False,False,18.285826100007398,0,True,0,2.69347253990097,0,False,True,laptop,1.0,0.30324266504514646,full,300,False,50,0,11,20,attack-v2-row-v1,1139084432,110,300,False,False,sybil_capture,0,0,0,False
True,True,True,0.0,True,False,False,False,16.369416500005173,0,True,0,2.8884938244578957,0,False,True,laptop,1.0,0.2996982030368897,full,300,False,100,0,11,20,attack-v2-row-v1,1170426141,103,300,False,False,sybil_capture,0,0,0,False
True,True,True,0.0,True,False,False,False,16.378708000003826,0,True,0,2.888495462792142,0,False,True,laptop,1.0,0.30877127505076385,full,300,False,200,0,11,20,attack-v2-row-v1,1257900787,103,300,False,False,sybil_capture,0,0,0,False
True,True,True,0.0,True,False,False,False,16.2095233,0,True,0,2.9763489940838883,0,False,True,laptop,1.0,0.2968978570633039,full,300,False,200,0,12,20,attack-v2-row-v1,39148346,100,300,False,False,sybil_capture,0,0,0,False
True,True,True,0.0,True,False,False,False,16.74387080001179,0,True,0,2.9467707961126868,0,False,True,laptop,1.0,0.3202101484918812,full,300,False,50,0,12,20,attack-v2-row-v1,948688597,101,300,False,False,sybil_capture,0,0,0,False
True,True,True,0.0,True,False,False,False,17.027202600002056,0,True,0,2.8313727506886277,0,False,True,laptop,1.0,0.30208322967118234,full,300,False,100,0,12,20,attack-v2-row-v1,1202480180,105,300,False,False,sybil_capture,0,0,0,False
True,True,True,0.0,True,False,False,False,17.39148240000941,0,True,0,2.8884949151617874,0,False,True,laptop,1.0,0.31064370465680585,full,300,False,50,0,13,20,attack-v2-row-v1,65171981,103,300,False,False,sybil_capture,0,0,0,False
True,True,True,0.0,True,False,False,False,17.26260449999245,0,True,0,2.8597915525899653,0,False,True,laptop,1.0,0.29990922789571733,full,300,False,100,0,13,20,attack-v2-row-v1,1113397927,104,300,False,False,sybil_capture,0,0,0,False
True,True,True,0.0,True,False,False,False,17.80264909999096,0,True,0,2.7205038591838644,0,False,True,laptop,1.0,0.31157248100301516,full,300,False,200,0,13,20,attack-v2-row-v1,1509322250,109,300,False,False,sybil_capture,0,0,0,False
True,True,True,0.0,True,False,False,False,17.446297499991488,0,True,0,2.7478074004682043,0,False,True,laptop,1.0,0.3046454761180242,full,300,False,200,0,14,20,attack-v2-row-v1,1135728403,108,300,False,False,sybil_capture,0,0,0,False
True,True,True,0.0,True,False,False,False,16.799462299997685,0,True,0,2.859967913219472,0,False,True,laptop,1.0,0.29917609605390594,full,300,False,50,0,14,20,attack-v2-row-v1,1324459727,104,300,False,False,sybil_capture,0,0,0,False
True,True,True,0.0,True,False,False,False,20.482936699991114,0,True,0,2.228062718457628,0,False,True,laptop,1.0,0.34422148398212815,full,300,False,100,0,14,20,attack-v2-row-v1,2095784028,129,300,False,False,sybil_capture,0,0,0,False
True,True,True,0.0,True,False,False,False,15.531897400011076,0,True,0,3.036399003534683,0,False,True,laptop,1.0,0.2895829843017266,full,300,False,100,0,15,20,attack-v2-row-v1,379574612,98,300,False,False,sybil_capture,0,0,0,False
True,True,True,0.0,True,False,False,False,15.492335399991134,0,True,0,3.0668801712709235,0,False,True,laptop,1.0,0.28576169811886526,full,300,False,50,0,15,20,attack-v2-row-v1,699784039,97,300,False,False,sybil_capture,0,0,0,False
True,True,True,0.0,True,False,False,False,16.474791499989806,0,True,0,2.9467705894141654,0,False,True,laptop,1.0,0.2784940893792713,full,300,False,200,0,15,20,attack-v2-row-v1,1552862316,101,300,False,False,sybil_capture,0,0,0,False
True,True,True,0.0,True,False,False,False,16.16040679998696,0,True,0,2.9763484434272707,0,False,True,laptop,1.0,0.2930286165449702,full,300,False,200,0,16,20,attack-v2-row-v1,462629425,100,300,False,False,sybil_capture,0,0,0,False
True,True,True,0.0,True,False,False,False,17.140176399989286,0,True,0,2.747807025181156,0,False,True,laptop,1.0,0.30423429477380093,full,300,False,100,0,16,20,attack-v2-row-v1,569945827,108,300,False,False,sybil_capture,0,0,0,False
True,True,True,0.0,True,False,False,False,17.13622369998484,0,True,0,2.7478071287739625,0,False,True,laptop,1.0,0.2938848415125057,full,300,False,50,0,16,20,attack-v2-row-v1,1787926492,108,300,False,False,sybil_capture,0,0,0,False
True,True,True,0.0,True,False,False,False,16.23047169999336,0,True,0,2.976349398849426,0,False,True,laptop,1.0,0.3094948301254305,full,300,False,200,0,17,20,attack-v2-row-v1,303193448,100,300,False,False,sybil_capture,0,0,0,False
True,True,True,0.0,True,False,False,False,14.781414900004165,0,True,0,3.1918965974964886,0,False,True,laptop,1.0,0.3057721423622883,full,300,False,100,0,17,20,attack-v2-row-v1,630208760,93,300,False,False,sybil_capture,0,0,0,False
True,True,True,0.0,True,False,False,False,16.455342300003394,0,True,0,2.8313733194471555,0,False,True,laptop,1.0,0.29372441719536874,full,300,False,50,0,17,20,attack-v2-row-v1,1441600299,105,300,False,False,sybil_capture,0,0,0,False
